location,total_sqft,size,area_type,balcony,bath,price
Brookefield,1150.0,2,Super built-up  Area,3.0,2.0,69.0
Yelenahalli,1240.0,2,Super built-up  Area,2.0,2.0,47.12
Raja Rajeshwari Nagar,1419.0,2,Super built-up  Area,2.0,2.0,48.1
others,1450.0,3,Super built-up  Area,2.0,3.0,55.0
others,1630.0,3,Super built-up  Area,2.0,3.0,68.29
Dasanapura,708.0,2,Super built-up  Area,1.0,1.0,40.0
Kasavanhalli,1000.0,3,Plot  Area,3.0,4.0,110.0
Whitefield,11890.0,4,Plot  Area,3.0,4.0,700.0
Bellandur,1250.0,2,Super built-up  Area,1.0,2.0,76.0
7th Phase JP Nagar,1400.0,3,Super built-up  Area,1.0,2.0,95.0
Sarjapur  Road,1670.0,3,Super built-up  Area,3.0,2.0,57.0
Ardendale,1750.0,3,Super built-up  Area,2.0,3.0,100.0
Vittasandra,1404.0,2,Super built-up  Area,1.0,2.0,71.0
Hoodi,1715.0,3,Super built-up  Area,2.0,2.0,95.0
Electronic City,630.0,1,Built-up  Area,1.0,1.0,34.65
Harlur,1752.12,3,Super built-up  Area,2.0,3.0,135.0
Hulimavu,1650.0,3,Super built-up  Area,2.0,3.0,78.0
Raja Rajeshwari Nagar,1295.0,2,Super built-up  Area,1.0,2.0,55.47
Giri Nagar,1800.0,3,Plot  Area,2.0,3.0,252.0
Sarjapur  Road,1346.0,2,Super built-up  Area,1.0,2.0,74.03
others,1200.0,4,Plot  Area,2.0,4.0,200.0
Hormavu,1150.0,2,Super built-up  Area,2.0,2.0,55.0
others,3309.0,4,Built-up  Area,3.0,4.0,325.0
Chandapura,1190.0,3,Super built-up  Area,2.0,2.0,30.35
AECS Layout,1620.0,3,Super built-up  Area,2.0,3.0,98.0
Marathahalli,950.0,2,Super built-up  Area,1.0,2.0,46.96
others,5000.0,11,Super built-up  Area,3.0,9.0,360.0
Harlur,2450.0,3,Super built-up  Area,0.0,3.0,120.0
Electronic City Phase II,1220.0,3,Super built-up  Area,1.0,2.0,35.23
others,850.0,2,Super built-up  Area,1.0,2.0,30.0
Padmanabhanagar,1020.0,2,Built-up  Area,2.0,2.0,63.0
Chikkalasandra,1100.0,2,Built-up  Area,2.0,2.0,50.0
others,1150.0,2,Super built-up  Area,2.0,2.0,126.0
Hebbal,1760.0,3,Super built-up  Area,2.0,2.0,130.0
Ambalipura,1800.0,3,Super built-up  Area,3.0,3.0,110.0
Akshaya Nagar,1070.0,2,Super built-up  Area,1.0,2.0,54.0
2nd Stage Nagarbhavi,1500.0,4,Plot  Area,2.0,4.0,220.0
Vidyaranyapura,1440.0,2,Plot  Area,0.0,2.0,95.0
Amruthahalli,900.0,2,Super built-up  Area,1.0,2.0,40.0
others,1200.0,4,Built-up  Area,1.0,4.0,230.0
Whitefield,1130.0,2,Super built-up  Area,1.0,2.0,42.16
Koramangala,1320.0,2,Super built-up  Area,1.0,2.0,165.0
others,1270.0,2,Super built-up  Area,1.0,2.0,98.0
others,1200.0,2,Built-up  Area,1.0,2.0,62.0
others,1200.0,2,Super built-up  Area,1.0,2.0,74.0
Subramanyapura,929.0,2,Super built-up  Area,0.0,2.0,50.17
others,1150.0,4,Built-up  Area,2.0,4.0,260.0
Basavangudi,1125.0,4,Plot  Area,3.0,4.0,180.0
Kenchenahalli,500.0,5,Plot  Area,2.0,3.0,65.0
others,1200.0,5,Plot  Area,2.0,5.0,190.0
others,1464.0,3,Super built-up  Area,2.0,3.0,56.0
7th Phase JP Nagar,3600.0,4,Super built-up  Area,3.0,4.0,400.0
others,2000.0,4,Plot  Area,2.0,4.0,99.0
Chikkalasandra,1208.0,2,Super built-up  Area,1.0,2.0,49.0
Hebbal Kempapura,1130.0,2,Super built-up  Area,2.0,2.0,60.0
others,1753.0,3,Super built-up  Area,2.0,3.0,120.0
Old Madras Road,4500.0,5,Super built-up  Area,3.0,7.0,337.0
Banjara Layout,600.0,3,Plot  Area,2.0,3.0,58.0
Hoodi,1196.0,2,Super built-up  Area,2.0,2.0,94.42
5th Phase JP Nagar,1150.0,2,Built-up  Area,3.0,3.0,52.5
Electronic City,1128.0,2,Super built-up  Area,1.0,2.0,63.0
others,1000.0,2,Super built-up  Area,1.0,2.0,53.0
Yelahanka,1035.0,2,Super built-up  Area,1.0,2.0,45.0
Kereguddadahalli,950.0,2,Built-up  Area,1.0,2.0,32.0
Bisuvanahalli,1075.0,3,Super built-up  Area,1.0,2.0,36.0
Whitefield,1040.0,2,Super built-up  Area,1.0,2.0,48.5
others,720.0,2,Plot  Area,1.0,2.0,45.0
Lingadheeranahalli,1511.0,3,Super built-up  Area,1.0,3.0,95.0
others,1300.0,3,Built-up  Area,1.0,3.0,58.0
Hoodi,1545.0,3,Super built-up  Area,1.0,3.0,68.75
Shampura,375.0,1,Built-up  Area,0.0,2.0,26.0
Vidyaranyapura,1062.0,2,Super built-up  Area,3.0,2.0,38.0
others,1115.0,2,Super built-up  Area,1.0,2.0,40.0
JP Nagar,1000.0,2,Super built-up  Area,1.0,2.0,35.0
Kambipura,883.0,2,Super built-up  Area,1.0,2.0,45.0
Sarjapur  Road,1195.0,2,Super built-up  Area,1.0,2.0,70.0
others,1200.0,4,Plot  Area,1.0,3.0,165.0
others,700.0,1,Built-up  Area,0.0,1.0,41.0
Vittasandra,1246.0,2,Super built-up  Area,1.0,2.0,67.0
8th Phase JP Nagar,660.0,4,Plot  Area,2.0,4.0,90.0
Banashankari Stage III,8500.0,4,Plot  Area,2.0,4.0,145.0
others,1600.0,4,Super built-up  Area,1.0,4.0,80.0
Haralur Road,2805.0,4,Super built-up  Area,3.0,5.0,154.0
Sector 7 HSR Layout,3000.0,4,Plot  Area,1.0,5.0,275.0
Hosur Road,1175.0,3,Built-up  Area,2.0,2.0,48.0
others,1595.0,3,Built-up  Area,2.0,3.0,115.0
others,1353.0,2,Super built-up  Area,2.0,2.0,110.0
Electronic City,1599.0,3,Super built-up  Area,2.0,3.0,125.0
Whitefield,1150.0,2,Super built-up  Area,1.0,2.0,70.0
Jakkur,5230.0,4,Super built-up  Area,1.0,6.0,465.0
KR Puram,1155.0,2,Super built-up  Area,2.0,2.0,42.74
others,1200.0,1,Built-up  Area,0.0,2.0,85.0
Electronic City Phase II,1000.0,2,Super built-up  Area,1.0,2.0,25.0
Rajiv Nagar,1867.0,3,Built-up  Area,1.0,3.0,160.0
Ramagondanahalli,1251.0,2,Super built-up  Area,1.0,2.0,47.0
others,1028.0,2,Super built-up  Area,1.0,2.0,45.5
Arekere,1222.0,2,Super built-up  Area,2.0,2.0,45.0
Bannerghatta Road,1170.0,3,Super built-up  Area,1.0,2.0,66.0
Hebbal,2400.0,3,Super built-up  Area,1.0,4.0,245.0
others,1385.0,3,Super built-up  Area,2.0,2.0,48.48
HSR Layout,1372.0,2,Super built-up  Area,1.0,2.0,68.0
Magadi Road,1282.0,3,Super built-up  Area,2.0,2.0,49.0
Mico Layout,5000.0,9,Super built-up  Area,3.0,9.0,210.0
others,3000.0,5,Built-up  Area,1.0,3.0,528.0
Kanakpura Road,1135.0,2,Super built-up  Area,1.0,2.0,39.73
Whitefield,1768.0,3,Built-up  Area,2.0,3.0,101.0
others,1325.0,3,Built-up  Area,1.0,2.0,90.0
Electronic City,1599.0,3,Super built-up  Area,2.0,3.0,99.0
Whitefield,1500.0,3,Plot  Area,1.0,3.0,61.95
others,2610.0,3,Plot  Area,0.0,3.0,499.0
Uttarahalli,1286.0,2,Super built-up  Area,2.0,2.0,63.0
Kammanahalli,2845.0,5,Built-up  Area,1.0,5.0,140.0
Hennur Road,1915.0,2,Super built-up  Area,0.0,2.0,63.77
Hebbal,3450.0,3,Super built-up  Area,2.0,5.0,260.0
Munnekollal,1102.0,2,Super built-up  Area,2.0,2.0,53.67
Yelahanka,1350.0,2,Super built-up  Area,2.0,2.0,54.0
Banashankari,1200.0,3,Super built-up  Area,2.0,2.0,42.0
Hosa Road,1300.0,6,Plot  Area,0.0,6.0,145.0
others,1800.0,2,Plot  Area,1.0,1.0,80.0
Chikkabanavar,950.0,2,Built-up  Area,1.0,2.0,40.0
Kanakpura Road,525.0,1,Super built-up  Area,1.0,1.0,27.25
Attibele,656.0,2,Built-up  Area,1.0,2.0,25.0
Marathahalli,1780.0,4,Plot  Area,3.0,4.0,175.0
others,1056.0,2,Super built-up  Area,1.0,2.0,80.0
Bannerghatta Road,595.0,1,Super built-up  Area,1.0,1.0,33.32
others,1080.0,2,Built-up  Area,2.0,2.0,50.0
7th Phase JP Nagar,2225.0,3,Super built-up  Area,1.0,3.0,160.0
Bommasandra,1126.0,2,Super built-up  Area,1.0,2.0,28.15
Electronics City Phase 1,1490.0,3,Super built-up  Area,1.0,3.0,84.0
HRBR Layout,2000.0,4,Plot  Area,1.0,4.0,300.0
Sarjapur  Road,1550.0,3,Super built-up  Area,3.0,3.0,100.0
others,1160.0,2,Built-up  Area,1.0,2.0,55.0
Whitefield,4144.0,4,Built-up  Area,3.0,4.0,315.0
Sarjapur  Road,2100.0,3,Super built-up  Area,2.0,3.0,125.0
Vittasandra,1404.0,2,Super built-up  Area,1.0,2.0,69.3
Sarjapur  Road,2230.0,4,Plot  Area,3.0,4.0,225.0
Banashankari Stage III,1305.0,3,Super built-up  Area,1.0,2.0,58.7
Marathahalli,1230.0,2,Super built-up  Area,2.0,2.0,80.0
others,1200.0,2,Plot  Area,0.0,2.0,65.0
Harlur,1460.0,3,Super built-up  Area,1.0,3.0,73.0
Gottigere,967.0,2,Built-up  Area,3.0,2.0,45.0
others,540.0,1,Built-up  Area,1.0,1.0,36.0
Hormavu,715.0,1,Super built-up  Area,2.0,1.0,46.0
Whitefield,2500.0,3,Super built-up  Area,2.0,3.0,313.0
others,1578.0,3,Super built-up  Area,1.0,3.0,180.0
Mysore Road,1020.0,2,Super built-up  Area,1.0,2.0,48.95
Jigani,1020.0,2,Super built-up  Area,1.0,2.0,40.0
Koramangala,1253.0,2,Super built-up  Area,1.0,2.0,102.0
others,1180.0,2,Super built-up  Area,2.0,2.0,42.0
others,961.0,2,Super built-up  Area,2.0,2.0,38.0
Kanakapura,1419.0,3,Built-up  Area,3.0,3.0,75.0
Harlur,1709.0,3,Super built-up  Area,2.0,3.0,150.0
others,1600.0,2,Plot  Area,0.0,2.0,115.0
others,416.0,1,Super built-up  Area,1.0,1.0,18.5
Sanjay nagar,1100.0,2,Carpet  Area,2.0,2.0,98.0
HSR Layout,1430.0,3,Super built-up  Area,1.0,2.0,65.0
others,1260.0,2,Super built-up  Area,2.0,2.0,45.0
others,1630.0,3,Built-up  Area,2.0,3.0,85.0
Sarjapur  Road,1249.0,3,Super built-up  Area,2.0,3.0,44.71
Kalena Agrahara,1450.0,3,Super built-up  Area,3.0,2.0,85.0
Konanakunte,2791.0,3,Super built-up  Area,1.0,3.0,223.0
others,600.0,1,Super built-up  Area,0.0,1.0,90.0
others,834.0,1,Built-up  Area,1.0,1.0,60.0
others,1125.0,3,Plot  Area,1.0,4.0,70.0
Arekere,2060.0,3,Super built-up  Area,2.0,3.0,140.0
Malleshwaram,12000.0,7,Super built-up  Area,3.0,7.0,2200.0
Gottigere,891.0,2,Built-up  Area,1.0,2.0,25.0
Raja Rajeshwari Nagar,1133.0,2,Super built-up  Area,1.0,2.0,49.07
Bisuvanahalli,1075.0,3,Built-up  Area,1.0,2.0,37.0
others,3000.0,4,Super built-up  Area,2.0,5.0,260.0
Brookefield,2440.0,4,Plot  Area,2.0,5.0,425.0
Vidyaranyapura,1200.0,2,Built-up  Area,2.0,2.0,55.0
Thanisandra,1075.0,2,Super built-up  Area,2.0,2.0,45.8
Kaggadasapura,1140.0,2,Super built-up  Area,2.0,2.0,40.0
Margondanahalli,940.0,5,Plot  Area,2.0,4.0,150.0
others,2160.0,6,Plot  Area,1.0,5.0,250.0
Raja Rajeshwari Nagar,1090.0,2,Super built-up  Area,1.0,2.0,42.0
R.T. Nagar,1500.0,4,Built-up  Area,1.0,4.0,70.0
Whitefield,4104.0,4,Super built-up  Area,2.0,4.0,360.0
Hebbal,1920.0,3,Super built-up  Area,2.0,3.0,134.0
HRBR Layout,1374.0,2,Built-up  Area,2.0,2.0,95.0
Bannerghatta Road,1445.0,3,Carpet  Area,2.0,3.0,95.0
Kanakapura,711.0,1,Super built-up  Area,1.0,1.0,36.0
Tumkur Road,1500.0,3,Super built-up  Area,3.0,3.0,95.0
Whitefield,1720.0,3,Super built-up  Area,3.0,3.0,100.0
others,1400.0,3,Super built-up  Area,2.0,3.0,60.0
Kundalahalli,1030.0,2,Built-up  Area,2.0,2.0,49.0
Mysore Road,1200.0,2,Super built-up  Area,1.0,2.0,85.0
others,1375.0,3,Carpet  Area,2.0,3.0,70.0
Jalahalli,2250.0,3,Super built-up  Area,2.0,3.0,160.0
Bellandur,1000.0,2,Super built-up  Area,2.0,2.0,50.0
others,469.0,1,Super built-up  Area,0.0,1.0,25.0
Marathahalli,3800.0,4,Super built-up  Area,3.0,4.0,250.0
Kambipura,883.0,2,Super built-up  Area,1.0,2.0,29.0
GM Palaya,1820.0,3,Super built-up  Area,3.0,2.0,86.0
Singasandra,1440.0,3,Built-up  Area,3.0,2.0,65.0
others,3600.0,6,Super built-up  Area,1.0,4.0,160.0
Malleshwaram,2500.0,4,Built-up  Area,2.0,5.0,325.0
Mahadevpura,1225.0,2,Super built-up  Area,2.0,2.0,48.0
others,4000.0,3,Plot  Area,1.0,3.0,660.0
Chikkalasandra,875.0,2,Carpet  Area,3.0,2.0,52.8
Jalahalli East,750.0,1,Super built-up  Area,2.0,1.0,40.0
6th Phase JP Nagar,1180.0,2,Super built-up  Area,3.0,2.0,80.0
Haralur Road,1194.0,2,Super built-up  Area,2.0,2.0,47.0
Hennur Road,1500.0,3,Super built-up  Area,2.0,2.0,62.0
others,1160.0,2,Super built-up  Area,2.0,2.0,52.2
Hosakerehalli,2378.0,3,Super built-up  Area,1.0,3.0,262.0
Sarjapur,1128.0,2,Super built-up  Area,1.0,2.0,60.0
Hebbal,1500.0,3,Super built-up  Area,1.0,3.0,150.0
others,1220.0,3,Built-up  Area,1.0,2.0,35.23
Sarjapur  Road,1210.0,2,Super built-up  Area,2.0,2.0,58.0
Kanakpura Road,1100.0,3,Super built-up  Area,1.0,2.0,58.0
Bommasandra,1200.0,3,Super built-up  Area,2.0,3.0,46.0
others,1641.0,3,Super built-up  Area,2.0,3.0,66.0
Horamavu Agara,1200.0,2,Super built-up  Area,1.0,2.0,45.0
Raja Rajeshwari Nagar,1260.0,2,Super built-up  Area,1.0,2.0,67.39
Mahadevpura,1720.0,3,Super built-up  Area,3.0,3.0,78.0
Yelahanka,1692.5,2,Super built-up  Area,0.0,2.0,48.13
Yelahanka,1210.0,2,Super built-up  Area,1.0,2.0,45.98
Indira Nagar,2200.0,4,Built-up  Area,2.0,4.0,200.0
Bisuvanahalli,1075.0,3,Super built-up  Area,1.0,2.0,45.0
Thanisandra,1702.0,3,Built-up  Area,2.0,3.0,130.0
others,1630.0,2,Super built-up  Area,2.0,2.0,200.0
Raja Rajeshwari Nagar,1141.0,2,Super built-up  Area,2.0,2.0,38.55
others,2072.0,3,Super built-up  Area,2.0,3.0,108.0
others,1200.0,3,Built-up  Area,0.0,2.0,70.0
others,1350.0,3,Super built-up  Area,0.0,3.0,77.0
others,5591.0,4,Built-up  Area,0.0,4.0,445.0
others,1180.0,3,Super built-up  Area,2.0,2.0,78.34
Yelahanka,35000.0,3,Built-up  Area,3.0,3.0,130.0
others,1355.0,2,Super built-up  Area,2.0,2.0,115.0
others,600.0,1,Plot  Area,0.0,1.0,50.0
Bannerghatta Road,1640.0,3,Super built-up  Area,1.0,2.0,120.0
others,1200.0,5,Plot  Area,0.0,5.0,100.0
Kodichikkanahalli,1190.0,3,Super built-up  Area,2.0,2.0,57.0
OMBR Layout,2400.0,4,Plot  Area,2.0,4.0,375.0
Marathahalli,1019.0,2,Super built-up  Area,2.0,2.0,49.85
others,1875.0,3,Super built-up  Area,2.0,3.0,165.0
Akshaya Nagar,1250.0,3,Super built-up  Area,2.0,3.0,40.0
Brookefield,1200.0,3,Plot  Area,2.0,3.0,140.0
Whitefield,1140.0,2,Super built-up  Area,1.0,2.0,56.0
Lingadheeranahalli,1683.0,3,Super built-up  Area,1.0,3.0,109.0
Hoodi,2118.0,4,Super built-up  Area,2.0,4.0,111.0
Bannerghatta Road,1380.0,4,Built-up  Area,0.0,3.0,58.0
Varthur Road,1083.0,2,Super built-up  Area,2.0,2.0,61.75
others,600.0,2,Plot  Area,1.0,2.0,55.0
others,2300.0,3,Built-up  Area,3.0,3.0,120.0
others,1240.0,2,Super built-up  Area,2.0,2.0,60.0
others,1750.0,3,Super built-up  Area,1.0,3.0,120.0
Anjanapura,1500.0,3,Plot  Area,1.0,3.0,139.0
Abbigere,985.0,2,Super built-up  Area,1.0,2.0,40.39
Tindlu,1500.0,3,Plot  Area,1.0,2.0,87.0
Electronic City,1125.0,2,Built-up  Area,1.0,2.0,32.49
others,950.0,2,Built-up  Area,1.0,2.0,44.0
Kothanur,1580.0,3,Super built-up  Area,3.0,3.0,76.0
others,1092.0,3,Plot  Area,1.0,2.0,98.5
Electronic City Phase II,1090.0,2,Built-up  Area,1.0,2.0,28.34
Hennur Road,2264.0,3,Built-up  Area,1.0,3.0,159.0
Dommasandra,1033.0,3,Super built-up  Area,2.0,2.0,25.53
Kammasandra,810.0,2,Super built-up  Area,2.0,2.0,24.5
others,1045.0,2,Super built-up  Area,0.0,2.0,45.0
Hebbal,1337.0,2,Super built-up  Area,1.0,2.0,82.0
Chandapura,1200.0,2,Super built-up  Area,2.0,2.0,32.0
Koramangala,1580.0,3,Super built-up  Area,2.0,3.0,160.0
Begur Road,1500.0,3,Super built-up  Area,3.0,2.0,54.0
Whitefield,1640.0,3,Super built-up  Area,2.0,4.0,91.0
others,1570.0,3,Super built-up  Area,2.0,3.0,62.0
Gubbalala,1470.0,3,Super built-up  Area,2.0,2.0,82.0
Kengeri,1160.0,2,Super built-up  Area,2.0,2.0,40.61
7th Phase JP Nagar,1050.0,2,Built-up  Area,1.0,2.0,71.0
others,1855.0,3,Super built-up  Area,1.0,3.0,225.0
Bannerghatta Road,1460.0,3,Super built-up  Area,1.0,2.0,90.0
Hulimavu,1823.0,3,Built-up  Area,2.0,3.0,100.0
Electronic City,1094.0,2,Super built-up  Area,2.0,2.0,42.0
Budigere,1153.0,2,Super built-up  Area,2.0,2.0,57.0
others,1325.0,3,Built-up  Area,1.0,3.0,57.0
others,1200.0,4,Plot  Area,2.0,3.0,85.0
Jakkur,1590.0,3,Built-up  Area,2.0,2.0,125.0
others,1210.0,5,Plot  Area,2.0,4.0,160.0
Raja Rajeshwari Nagar,1200.0,4,Plot  Area,0.0,4.0,220.0
others,1202.0,2,Super built-up  Area,1.0,2.0,48.0
Haralur Road,1202.0,2,Built-up  Area,1.0,2.0,53.0
others,1200.0,2,Super built-up  Area,3.0,2.0,62.5
Panathur,1688.0,3,Super built-up  Area,1.0,3.0,118.0
Kaval Byrasandra,1020.0,2,Built-up  Area,1.0,2.0,52.0
Sarjapur,1185.0,2,Super built-up  Area,2.0,2.0,47.0
Ramagondanahalli,1235.0,2,Super built-up  Area,1.0,2.0,52.04
Hosakerehalli,3205.0,4,Super built-up  Area,1.0,5.0,500.0
Banashankari,1077.0,2,Super built-up  Area,2.0,2.0,37.64
Kengeri Satellite Town,1415.0,3,Super built-up  Area,3.0,2.0,66.0
EPIP Zone,2330.0,3,Super built-up  Area,2.0,3.0,162.0
Whitefield,805.0,2,Super built-up  Area,2.0,2.0,35.0
others,425.0,1,Built-up  Area,0.0,1.0,20.03
Whitefield,1155.0,2,Super built-up  Area,3.0,2.0,59.95
Cunningham Road,5270.0,4,Super built-up  Area,3.0,4.0,1250.0
Anekal,656.0,2,Super built-up  Area,1.0,2.0,22.0
others,1100.0,2,Built-up  Area,0.0,2.0,48.0
Mahadevpura,1150.0,2,Super built-up  Area,3.0,2.0,52.0
others,600.0,1,Plot  Area,1.0,1.0,60.0
others,1468.0,2,Super built-up  Area,1.0,2.0,140.0
others,4300.0,4,Plot  Area,2.0,5.0,550.0
Whitefield,2280.0,3,Super built-up  Area,2.0,4.0,126.0
Hegde Nagar,1341.0,2,Super built-up  Area,1.0,2.0,97.0
Jakkur,1279.0,2,Super built-up  Area,1.0,2.0,77.0
Electronic City Phase II,2225.0,4,Super built-up  Area,0.0,4.0,98.88
Thanisandra,1185.0,2,Super built-up  Area,2.0,2.0,43.51
others,1750.0,3,Super built-up  Area,2.0,3.0,85.0
Kudlu,1152.0,2,Super built-up  Area,1.0,2.0,53.5
others,1000.0,5,Plot  Area,1.0,4.0,160.0
Hulimavu,1300.0,2,Super built-up  Area,3.0,2.0,36.0
Varthur Road,2760.0,4,Plot  Area,2.0,4.0,155.0
5th Phase JP Nagar,1070.0,2,Super built-up  Area,2.0,2.0,39.0
Uttarahalli,1101.0,2,Super built-up  Area,0.0,2.0,45.0
others,775.0,2,Super built-up  Area,1.0,2.0,55.0
Yeshwanthpur,667.0,1,Super built-up  Area,1.0,1.0,36.85
Electronic City,1070.0,2,Super built-up  Area,1.0,2.0,55.0
Old Airport Road,1875.0,3,Built-up  Area,2.0,2.0,110.0
Kundalahalli,735.0,2,Super built-up  Area,1.0,2.0,57.99
Sarjapur,4360.0,5,Plot  Area,1.0,4.0,90.0
Koramangala,1750.0,3,Super built-up  Area,2.0,3.0,130.0
Marathahalli,1215.0,2,Super built-up  Area,1.0,2.0,67.0
others,600.0,9,Plot  Area,3.0,9.0,190.0
Vishwapriya Layout,820.0,2,Super built-up  Area,1.0,2.0,30.0
Banashankari Stage VI,1757.5,2,Super built-up  Area,0.0,2.0,59.935
Battarahalli,1779.0,3,Super built-up  Area,2.0,3.0,89.61
others,1105.0,2,Built-up  Area,2.0,2.0,58.0
Whitefield,1650.0,3,Super built-up  Area,2.0,3.0,60.0
Jalahalli,1694.0,2,Super built-up  Area,2.0,2.0,150.0
Hosakerehalli,2376.0,3,Super built-up  Area,1.0,3.0,203.0
Cox Town,1975.0,3,Super built-up  Area,3.0,3.0,150.0
Kammasandra,674.0,2,Super built-up  Area,1.0,2.0,33.0
Kaggadasapura,1185.0,2,Super built-up  Area,1.0,2.0,41.0
Thanisandra,445.0,1,Super built-up  Area,0.0,1.0,28.0
HSR Layout,1475.0,3,Super built-up  Area,2.0,3.0,75.0
Gottigere,1618.0,3,Super built-up  Area,3.0,3.0,82.5
Koramangala,1120.0,2,Super built-up  Area,0.0,2.0,65.0
Marathahalli,2181.0,4,Super built-up  Area,2.0,3.0,152.0
Vidyaranyapura,1200.0,4,Plot  Area,0.0,4.0,90.0
others,600.0,6,Plot  Area,3.0,4.0,65.0
Bannerghatta Road,1556.0,3,Super built-up  Area,1.0,2.0,59.13
Bannerghatta Road,1179.0,2,Super built-up  Area,1.0,2.0,66.02
Thanisandra,1296.0,2,Super built-up  Area,2.0,2.0,83.0
Kaggadasapura,1275.0,2,Built-up  Area,2.0,2.0,52.0
others,1875.0,7,Built-up  Area,2.0,2.0,300.0
Kathriguppe,1400.0,3,Super built-up  Area,2.0,2.0,77.0
Gottigere,1222.0,2,Super built-up  Area,1.0,2.0,63.0
Electronic City,940.0,2,Super built-up  Area,1.0,2.0,41.0
Thanisandra,1185.0,2,Super built-up  Area,2.0,2.0,42.6
Tumkur Road,1779.0,3,Super built-up  Area,2.0,3.0,112.0
Begur Road,1615.0,3,Super built-up  Area,2.0,3.0,59.76
Haralur Road,1056.0,2,Super built-up  Area,1.0,2.0,61.0
7th Phase JP Nagar,1100.0,2,Super built-up  Area,0.0,2.0,46.0
Arekere,920.0,2,Built-up  Area,1.0,2.0,40.0
others,1602.0,3,Super built-up  Area,0.0,2.0,75.0
Padmanabhanagar,1176.0,2,Built-up  Area,0.0,2.0,62.0
HBR Layout,675.0,4,Plot  Area,1.0,3.0,59.0
others,1352.0,3,Super built-up  Area,0.0,3.0,135.0
Kasavanhalli,1717.0,3,Built-up  Area,3.0,3.0,99.0
others,10961.0,4,Plot  Area,1.0,4.0,80.0
Bhoganhalli,2119.0,4,Super built-up  Area,3.0,4.0,111.0
Vittasandra,1246.0,2,Super built-up  Area,1.0,2.0,67.3
Anandapura,1141.0,2,Super built-up  Area,1.0,2.0,42.79
Hennur Road,1157.0,2,Built-up  Area,1.0,2.0,84.0
Chandapura,1025.0,2,Super built-up  Area,2.0,2.0,27.68
Yelahanka New Town,650.0,1,Built-up  Area,2.0,1.0,33.0
Hebbal,1349.0,2,Super built-up  Area,1.0,2.0,98.0
others,1566.0,3,Super built-up  Area,1.0,3.0,83.3
Sahakara Nagar,2830.0,4,Super built-up  Area,3.0,3.0,195.0
Electronic City,1320.0,3,Built-up  Area,1.0,2.0,38.13
others,1780.0,3,Super built-up  Area,1.0,3.0,84.83
Varthur,1091.0,2,Super built-up  Area,1.0,2.0,34.9
Rachenahalli,3670.0,4,Super built-up  Area,3.0,4.0,300.0
7th Phase JP Nagar,918.0,2,Built-up  Area,1.0,2.0,50.49
Yeshwanthpur,1950.0,4,Super built-up  Area,0.0,4.0,130.0
Panathur,1695.0,3,Super built-up  Area,1.0,3.0,90.0
Yelahanka,1705.0,3,Super built-up  Area,2.0,3.0,95.0
Kalyan nagar,1375.0,3,Built-up  Area,2.0,3.0,75.0
Kanakpura Road,525.0,1,Super built-up  Area,1.0,1.0,30.0
Whitefield,1447.0,2,Built-up  Area,1.0,2.0,83.0
Thanisandra,1114.0,2,Super built-up  Area,1.0,2.0,39.0
7th Phase JP Nagar,1450.0,3,Super built-up  Area,1.0,2.0,100.0
others,460.0,2,Super built-up  Area,0.0,1.0,15.0
others,1022.0,2,Built-up  Area,2.0,2.0,40.0
Hebbal,1000.0,2,Built-up  Area,2.0,2.0,45.0
Electronic City,1128.0,2,Super built-up  Area,1.0,2.0,68.75
Kanakpura Road,1180.0,2,Super built-up  Area,2.0,2.0,57.0
TC Palaya,1000.0,6,Built-up  Area,1.0,6.0,69.0
Nagarbhavi,1200.0,2,Plot  Area,1.0,2.0,150.0
others,3761.0,3,Super built-up  Area,2.0,3.0,660.0
Kanakpura Road,1339.0,2,Super built-up  Area,3.0,2.0,75.0
Yelachenahalli,1400.0,3,Super built-up  Area,3.0,2.0,55.0
7th Phase JP Nagar,1040.0,2,Super built-up  Area,1.0,2.0,39.52
Kadugodi,1198.0,2,Super built-up  Area,2.0,2.0,58.0
Sarjapur  Road,1691.0,3,Super built-up  Area,2.0,3.0,113.0
Bisuvanahalli,1075.0,3,Super built-up  Area,2.0,3.0,36.0
1st Block Jayanagar,1630.0,3,Super built-up  Area,2.0,3.0,194.0
8th Phase JP Nagar,1240.0,3,Super built-up  Area,2.0,3.0,43.5
Bannerghatta Road,1680.0,2,Super built-up  Area,0.0,2.0,58.935
Mallasandra,1665.0,3,Super built-up  Area,2.0,3.0,86.58
Brookefield,1142.0,2,Built-up  Area,2.0,2.0,70.0
others,1976.0,3,Super built-up  Area,1.0,3.0,184.0
Kothannur,1853.0,3,Super built-up  Area,2.0,3.0,82.0
Vijayanagar,600.0,8,Plot  Area,1.0,4.0,72.0
Kasturi Nagar,1567.0,2,Super built-up  Area,2.0,2.0,92.0
Talaghattapura,1090.0,2,Super built-up  Area,1.0,2.0,27.24
Raja Rajeshwari Nagar,1200.0,6,Plot  Area,2.0,4.0,125.0
others,2400.0,4,Plot  Area,1.0,4.0,640.0
Electronics City Phase 1,1175.0,2,Super built-up  Area,2.0,2.0,51.47
Subramanyapura,1200.0,2,Built-up  Area,2.0,2.0,52.0
Kodichikkanahalli,995.0,2,Built-up  Area,1.0,2.0,41.0
Magadi Road,884.0,2,Super built-up  Area,1.0,2.0,41.1
others,900.0,5,Plot  Area,2.0,3.0,80.0
