area_type,balcony,location,size,total_sqft,bath,price
Built-up  Area,3.0,Ardendale,4,3198.0,4.0,200.0
Super built-up  Area,2.0,Ardendale,4,2422.0,4.0,160.0
Super built-up  Area,3.0,Ardendale,3,1750.0,3.0,100.0
Plot  Area,1.0,Ardendale,4,3200.0,4.0,205.0
Super built-up  Area,2.0,Ardendale,3,1728.0,3.0,95.0
Super built-up  Area,2.0,Ardendale,3,1732.46,3.0,92.0
Super built-up  Area,2.0,Ardendale,2,1224.0,2.0,70.0
Super built-up  Area,2.0,Ardendale,3,1777.26,3.0,105.0
Super built-up  Area,3.0,Ardendale,3,1650.0,3.0,82.0
Built-up  Area,3.0,Ardendale,3,1650.0,3.0,82.0
Super built-up  Area,2.0,Ardendale,2,1224.0,2.0,67.0
Super built-up  Area,2.0,Ardendale,3,1723.0,3.0,95.0
Super built-up  Area,2.0,Ardendale,3,1777.26,3.0,89.0
Super built-up  Area,2.0,Ardendale,3,1777.26,3.0,92.0
Super built-up  Area,2.0,Arekere,3,2060.0,3.0,140.0
Built-up  Area,1.0,Arekere,2,920.0,2.0,40.0
Built-up  Area,2.0,Arekere,2,1190.0,2.0,55.0
Built-up  Area,1.0,Arekere,1,600.0,1.0,28.0
Super built-up  Area,2.0,Arekere,3,2072.0,3.0,108.0
Super built-up  Area,2.0,Arekere,2,1100.0,2.0,55.0
Super built-up  Area,3.0,Arekere,2,900.0,2.0,50.0
Super built-up  Area,2.0,Arekere,2,1240.0,2.0,60.0
Super built-up  Area,1.0,Arekere,2,900.0,2.0,44.5
Super built-up  Area,1.0,Attibele,1,450.0,1.0,11.0
Built-up  Area,0.0,Attibele,4,1600.0,4.0,52.8
Built-up  Area,1.0,Attibele,2,656.0,2.0,25.0
Built-up  Area,1.0,Attibele,1,400.0,1.0,11.0
Built-up  Area,1.0,Attibele,1,400.0,1.0,12.0
Built-up  Area,1.0,Attibele,1,400.0,1.0,14.0
Super built-up  Area,1.0,Attibele,1,500.0,1.0,17.0
Plot  Area,2.0,Attibele,4,2168.0,4.0,95.0
Built-up  Area,1.0,Attibele,1,395.0,1.0,10.25
Built-up  Area,1.0,Attibele,1,420.0,1.0,17.0
Built-up  Area,1.0,Attibele,1,418.0,1.0,12.0
Built-up  Area,2.0,Attibele,2,1200.0,2.0,42.0
Super built-up  Area,1.0,Attibele,1,400.0,1.0,10.0
Super built-up  Area,1.0,Attibele,2,695.0,1.0,25.0
Super built-up  Area,1.0,Attibele,2,850.0,1.0,25.0
Built-up  Area,3.0,Attibele,3,2400.0,3.0,120.0
Built-up  Area,1.0,Attibele,1,450.0,1.0,12.5
Super built-up  Area,0.0,Attibele,1,782.0,1.0,19.55
Super built-up  Area,1.0,Attibele,2,656.0,2.0,25.0
Built-up  Area,1.0,Attibele,1,400.0,1.0,11.5
Carpet  Area,1.0,Attibele,1,460.0,1.0,13.0
Super built-up  Area,1.0,Attibele,1,418.0,2.0,11.5
Plot  Area,1.0,Attibele,2,1000.0,2.0,42.0
Super built-up  Area,1.0,Attibele,1,550.0,1.0,11.5
Built-up  Area,1.0,Attibele,1,410.0,1.0,10.0
Plot  Area,1.0,Attibele,3,1700.0,3.0,65.0
Super built-up  Area,1.0,Attibele,1,400.0,1.0,10.25
Built-up  Area,1.0,Attibele,1,520.0,1.0,15.0
Carpet  Area,1.0,BTM 2nd Stage,2,950.0,2.0,52.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1200.0,2.0,80.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1274.0,2.0,70.0
Super built-up  Area,0.0,BTM 2nd Stage,2,1200.0,2.0,35.0
Super built-up  Area,1.0,BTM 2nd Stage,2,1070.0,2.0,48.0
Built-up  Area,2.0,BTM 2nd Stage,2,1280.0,2.0,80.0
Built-up  Area,2.0,BTM 2nd Stage,2,1100.0,2.0,70.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1000.0,2.0,58.0
Plot  Area,3.0,BTM 2nd Stage,5,2990.0,5.0,416.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1265.0,2.0,55.0
Super built-up  Area,3.0,BTM 2nd Stage,3,2200.0,3.0,220.0
Super built-up  Area,1.0,BTM 2nd Stage,3,2780.0,4.0,325.0
Plot  Area,0.0,BTM 2nd Stage,3,2400.0,2.0,360.0
Super built-up  Area,2.0,BTM 2nd Stage,2,965.0,2.0,56.0
Super built-up  Area,1.0,BTM 2nd Stage,2,1147.0,2.0,75.0
Built-up  Area,3.0,BTM 2nd Stage,3,1750.0,3.0,172.0
Super built-up  Area,3.0,BTM 2nd Stage,2,1400.0,2.0,90.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1200.0,2.0,70.0
Super built-up  Area,2.0,BTM 2nd Stage,2,1100.0,2.0,47.0
Super built-up  Area,2.0,BTM 2nd Stage,2,930.0,2.0,46.0
Super built-up  Area,2.0,BTM 2nd Stage,3,2500.0,3.0,345.0
Super built-up  Area,2.0,BTM Layout,2,1150.0,2.0,63.0
Built-up  Area,3.0,BTM Layout,6,3300.0,6.0,165.0
Built-up  Area,2.0,BTM Layout,3,1450.0,2.0,81.0
Super built-up  Area,3.0,BTM Layout,3,1776.0,2.0,75.0
Super built-up  Area,2.0,BTM Layout,3,1458.0,3.0,79.0
Built-up  Area,1.0,BTM Layout,2,935.0,2.0,51.5
Super built-up  Area,1.0,BTM Layout,2,1020.0,2.0,46.5
Super built-up  Area,2.0,BTM Layout,3,1600.0,3.0,112.0
Built-up  Area,1.0,BTM Layout,3,1300.0,2.0,75.0
Built-up  Area,2.0,BTM Layout,3,1540.0,2.0,78.0
Super built-up  Area,1.0,BTM Layout,1,450.0,1.0,20.0
Super built-up  Area,2.0,BTM Layout,2,1196.0,2.0,56.81
Super built-up  Area,2.0,BTM Layout,3,1470.0,2.0,99.0
Super built-up  Area,2.0,Babusapalaya,3,1611.0,2.0,66.0
Super built-up  Area,3.0,Babusapalaya,3,1675.0,3.0,75.0
Super built-up  Area,1.0,Babusapalaya,2,1141.0,2.0,46.0
Built-up  Area,2.0,Babusapalaya,2,1500.0,2.0,57.0
Super built-up  Area,3.0,Babusapalaya,2,1050.0,2.0,45.0
Super built-up  Area,1.0,Babusapalaya,2,1141.0,2.0,45.9
Super built-up  Area,3.0,Babusapalaya,3,1230.0,3.0,53.0
Built-up  Area,1.0,Babusapalaya,2,1105.0,2.0,40.0
Super built-up  Area,3.0,Babusapalaya,3,1410.0,2.0,65.0
Super built-up  Area,1.0,Babusapalaya,2,1450.0,2.0,55.99
Super built-up  Area,2.0,Babusapalaya,2,1100.0,2.0,38.0
Super built-up  Area,1.0,Babusapalaya,2,1061.0,2.0,33.84
Super built-up  Area,1.0,Babusapalaya,2,1061.0,2.0,38.95
Super built-up  Area,1.0,Babusapalaya,2,1061.0,2.0,34.0
Super built-up  Area,2.0,Babusapalaya,2,1245.0,2.0,58.0
Super built-up  Area,1.0,Balagere,2,1210.0,2.0,80.9
Super built-up  Area,1.0,Balagere,2,1205.0,2.0,78.5
Super built-up  Area,1.0,Balagere,2,1020.07,2.0,68.38
Super built-up  Area,1.0,Balagere,2,1205.47,2.0,81.0
Super built-up  Area,1.0,Balagere,2,1007.0,2.0,65.0
Super built-up  Area,1.0,Balagere,2,1210.0,2.0,74.0
Super built-up  Area,1.0,Balagere,2,1210.0,2.0,83.0
Built-up  Area,1.0,Balagere,1,675.0,1.0,45.0
Super built-up  Area,1.0,Balagere,1,656.0,1.0,43.0
Super built-up  Area,1.0,Balagere,2,1012.0,2.0,64.0
Super built-up  Area,1.0,Balagere,2,1007.0,2.0,62.0
Built-up  Area,1.0,Balagere,2,1007.0,2.0,67.0
Super built-up  Area,1.0,Balagere,2,1007.0,2.0,66.0
Super built-up  Area,1.0,Balagere,1,645.0,1.0,34.18
Super built-up  Area,1.0,Balagere,2,1012.0,2.0,65.0
Super built-up  Area,1.0,Balagere,1,656.0,1.0,38.77
Super built-up  Area,1.0,Balagere,1,645.0,1.0,39.0
Built-up  Area,1.0,Balagere,1,645.0,1.0,41.0
Super built-up  Area,1.0,Balagere,2,1210.0,2.0,82.0
Super built-up  Area,1.0,Balagere,1,656.0,1.0,34.77
Super built-up  Area,1.0,Balagere,2,1205.0,2.0,73.87
Super built-up  Area,1.0,Balagere,2,1012.0,2.0,70.0
Super built-up  Area,1.0,Balagere,2,1007.0,2.0,68.0
Super built-up  Area,1.0,Balagere,2,1205.0,2.0,79.0
Built-up  Area,1.0,Balagere,2,1012.0,2.0,68.0
Super built-up  Area,2.0,Banashankari,2,1077.0,2.0,37.64
Super built-up  Area,1.0,Banashankari,3,1470.0,2.0,88.64
Built-up  Area,2.0,Banashankari,3,1300.0,2.0,75.0
Super built-up  Area,2.0,Banashankari,3,1800.0,3.0,115.0
Built-up  Area,1.0,Banashankari,2,1125.0,2.0,63.0
Super built-up  Area,2.0,Banashankari,2,1310.0,2.0,80.0
Super built-up  Area,1.0,Banashankari,3,2600.0,4.0,135.0
Super built-up  Area,1.0,Banashankari,3,1900.0,2.0,170.0
Super built-up  Area,3.0,Banashankari,2,1260.0,2.0,75.0
Super built-up  Area,2.0,Banashankari,2,1170.0,2.0,46.79
Built-up  Area,0.0,Banashankari,3,1350.0,2.0,83.0
Super built-up  Area,1.0,Banashankari,2,1330.0,2.0,78.0
Super built-up  Area,1.0,Banashankari,3,1400.0,2.0,78.0
Super built-up  Area,2.0,Banashankari,3,1700.0,3.0,125.0
Super built-up  Area,2.0,Banashankari,2,1020.0,2.0,40.79
Super built-up  Area,1.0,Banashankari,2,1600.0,2.0,63.98
Super built-up  Area,1.0,Banashankari,2,1041.0,2.0,36.44
Super built-up  Area,1.0,Banashankari,1,2400.0,1.0,200.0
Super built-up  Area,2.0,Banashankari,2,1390.0,2.0,86.0
Super built-up  Area,3.0,Banashankari,2,1460.0,2.0,70.0
Super built-up  Area,1.0,Banashankari,2,1200.0,2.0,60.0
Super built-up  Area,2.0,Banashankari,2,1290.0,2.0,80.0
Built-up  Area,3.0,Banashankari,2,1186.0,2.0,65.0
Super built-up  Area,2.0,Banashankari,3,1650.0,3.0,101.0
Super built-up  Area,1.0,Banashankari,2,1181.0,2.0,75.0
Super built-up  Area,2.0,Banashankari,2,1105.0,2.0,90.0
Super built-up  Area,1.0,Banashankari,1,720.0,1.0,60.0
Super built-up  Area,3.0,Banashankari,2,1040.0,2.0,45.0
Super built-up  Area,2.0,Banashankari,2,1330.0,2.0,77.0
Super built-up  Area,3.0,Banashankari,2,1200.0,2.0,49.0
Super built-up  Area,2.0,Banashankari,2,1185.0,2.0,67.0
Super built-up  Area,1.0,Banashankari,2,1000.0,2.0,50.0
Super built-up  Area,2.0,Banashankari,3,1650.0,3.0,90.75
Super built-up  Area,2.0,Banashankari,2,1310.0,2.0,80.43
Super built-up  Area,2.0,Banashankari,2,1430.0,2.0,87.8
Super built-up  Area,1.0,Banashankari,2,1020.0,2.0,42.83
Built-up  Area,3.0,Banashankari,3,1540.0,3.0,80.0
Super built-up  Area,2.0,Banashankari,3,1683.0,3.0,115.0
Built-up  Area,2.0,Banashankari,3,1800.0,3.0,125.0
Super built-up  Area,1.0,Banashankari,2,1175.0,2.0,41.13
Super built-up  Area,2.0,Banashankari,3,1800.0,3.0,175.0
Super built-up  Area,2.0,Banashankari,2,1450.0,2.0,50.75
Super built-up  Area,3.0,Banashankari,3,1770.0,3.0,108.0
Super built-up  Area,2.0,Banashankari,3,1800.0,3.0,125.0
Super built-up  Area,2.0,Banashankari,3,1200.0,3.0,74.52
Super built-up  Area,1.0,Banashankari,2,1100.0,2.0,63.0
Super built-up  Area,2.0,Banashankari,3,1426.0,3.0,85.0
Super built-up  Area,2.0,Banashankari Stage II,2,1700.0,2.0,150.0
Super built-up  Area,1.0,Banashankari Stage II,3,1500.0,2.0,120.0
Plot  Area,2.0,Banashankari Stage II,5,2400.0,3.0,510.0
Super built-up  Area,2.0,Banashankari Stage II,3,1240.0,2.0,59.52
Built-up  Area,2.0,Banashankari Stage II,2,1250.0,2.0,110.0
Super built-up  Area,1.0,Banashankari Stage II,3,1260.0,2.0,95.0
Plot  Area,2.0,Banashankari Stage II,3,2400.0,2.0,300.0
Super built-up  Area,1.0,Banashankari Stage II,2,1400.0,2.0,100.0
Super built-up  Area,2.0,Banashankari Stage II,5,2800.0,3.0,425.0
Built-up  Area,2.0,Banashankari Stage II,3,3000.0,3.0,450.0
Built-up  Area,1.0,Banashankari Stage II,3,1200.0,2.0,198.0
Super built-up  Area,1.0,Banashankari Stage II,2,1245.0,2.0,125.0
Super built-up  Area,1.0,Banashankari Stage III,3,1305.0,2.0,58.7
Super built-up  Area,3.0,Banashankari Stage III,2,1145.0,2.0,58.4
Super built-up  Area,2.0,Banashankari Stage III,3,1650.0,3.0,118.0
Plot  Area,1.0,Banashankari Stage III,4,2400.0,4.0,240.0
Super built-up  Area,2.0,Banashankari Stage III,3,1350.0,2.0,68.0
Super built-up  Area,1.0,Banashankari Stage III,3,1305.0,2.0,59.0
Super built-up  Area,1.0,Banashankari Stage III,3,1305.0,2.0,60.0
Super built-up  Area,0.0,Banashankari Stage III,2,1200.0,2.0,42.0
Super built-up  Area,1.0,Banashankari Stage III,3,1480.0,3.0,75.48
Built-up  Area,0.0,Banashankari Stage III,2,1304.0,2.0,111.0
Built-up  Area,2.0,Banashankari Stage III,6,3000.0,6.0,150.0
Super built-up  Area,1.0,Banashankari Stage III,2,1085.0,2.0,50.0
Super built-up  Area,2.0,Banashankari Stage III,3,1500.0,2.0,100.0
Built-up  Area,1.0,Banashankari Stage III,4,2100.0,3.0,147.0
Super built-up  Area,2.0,Banashankari Stage III,3,1420.0,2.0,95.0
Super built-up  Area,1.0,Banashankari Stage V,3,1300.0,2.0,58.5
Super built-up  Area,2.0,Banashankari Stage V,3,1305.0,2.0,49.0
Super built-up  Area,2.0,Banashankari Stage V,2,1035.0,2.0,35.77
Super built-up  Area,1.0,Banashankari Stage V,3,1355.0,2.0,61.0
Super built-up  Area,3.0,Banashankari Stage V,3,1510.0,3.0,47.57
Super built-up  Area,2.0,Banashankari Stage V,3,1650.0,3.0,51.98
Super built-up  Area,2.0,Banashankari Stage V,3,1630.0,3.0,51.35
Super built-up  Area,2.0,Banashankari Stage V,3,1315.0,2.0,49.0
Super built-up  Area,2.0,Banashankari Stage V,3,1540.0,3.0,48.51
Super built-up  Area,1.0,Banashankari Stage V,2,920.0,2.0,41.5
Super built-up  Area,0.0,Banashankari Stage VI,2,1757.5,2.0,59.935
Built-up  Area,3.0,Banashankari Stage VI,4,4800.0,4.0,190.0
Plot  Area,2.0,Banashankari Stage VI,4,2800.0,4.0,89.0
Super built-up  Area,1.0,Banashankari Stage VI,2,1160.0,2.0,59.0
Super built-up  Area,1.0,Banashankari Stage VI,2,1180.0,2.0,59.47
Super built-up  Area,1.0,Banashankari Stage VI,3,1423.0,2.0,71.73
Super built-up  Area,1.0,Banashankari Stage VI,3,1392.0,3.0,69.46
Super built-up  Area,0.0,Banashankari Stage VI,3,2110.5,2.0,70.385
Plot  Area,2.0,Banashankari Stage VI,4,4800.0,3.0,200.0
Super built-up  Area,3.0,Banaswadi,2,1184.0,2.0,53.0
Super built-up  Area,2.0,Banaswadi,2,1145.0,2.0,55.0
Super built-up  Area,0.0,Banaswadi,2,1250.0,2.0,60.0
Super built-up  Area,2.0,Banaswadi,2,1365.0,2.0,73.0
Plot  Area,2.0,Banaswadi,5,1903.0,6.0,140.0
Super built-up  Area,2.0,Banaswadi,2,1222.0,2.0,80.0
Super built-up  Area,2.0,Banaswadi,2,870.0,2.0,38.0
Super built-up  Area,3.0,Banaswadi,2,1200.0,2.0,60.0
Super built-up  Area,0.0,Banaswadi,1,527.0,1.0,35.0
Super built-up  Area,2.0,Banaswadi,2,1340.0,2.0,73.0
Super built-up  Area,2.0,Banaswadi,2,1008.0,2.0,52.0
Built-up  Area,2.0,Banaswadi,2,1105.0,2.0,57.0
Plot  Area,2.0,Banjara Layout,2,1200.0,2.0,70.0
Built-up  Area,1.0,Banjara Layout,2,1050.0,2.0,64.8
Plot  Area,0.0,Banjara Layout,3,2500.0,4.0,140.0
Super built-up  Area,3.0,Bannerghatta,3,1665.0,3.0,110.0
Super built-up  Area,2.0,Bannerghatta,3,2370.0,4.0,195.0
Super built-up  Area,1.0,Bannerghatta,2,1100.0,2.0,66.0
Super built-up  Area,1.0,Bannerghatta,2,1113.0,2.0,70.0
Super built-up  Area,2.0,Bannerghatta,2,1200.0,2.0,73.2
Super built-up  Area,1.0,Bannerghatta,2,1070.0,2.0,87.0
Super built-up  Area,2.0,Bannerghatta,3,1776.0,3.0,124.0
Super built-up  Area,2.0,Bannerghatta,3,1776.0,3.0,150.0
Built-up  Area,1.0,Bannerghatta Road,1,500.0,1.0,18.5
Super built-up  Area,1.0,Bannerghatta Road,2,1050.0,2.0,65.0
Super built-up  Area,1.0,Bannerghatta Road,3,1170.0,2.0,66.0
Super built-up  Area,1.0,Bannerghatta Road,1,595.0,1.0,33.32
Carpet  Area,2.0,Bannerghatta Road,3,1445.0,3.0,95.0
Super built-up  Area,1.0,Bannerghatta Road,3,1460.0,2.0,90.0
Super built-up  Area,1.0,Bannerghatta Road,2,1179.0,2.0,66.02
Built-up  Area,1.0,Bannerghatta Road,2,793.0,2.0,45.0
Super built-up  Area,2.0,Bannerghatta Road,2,1400.0,2.0,78.0
Built-up  Area,0.0,Bannerghatta Road,5,2700.0,5.0,158.0
Built-up  Area,0.0,Bannerghatta Road,2,1215.0,2.0,50.0
Super built-up  Area,2.0,Bannerghatta Road,3,1654.0,3.0,100.0
Built-up  Area,0.0,Bannerghatta Road,2,1181.0,2.0,55.0
Super built-up  Area,2.0,Bannerghatta Road,2,1200.0,2.0,75.0
Super built-up  Area,1.0,Bannerghatta Road,1,595.0,1.0,31.83
Super built-up  Area,1.0,Bannerghatta Road,2,1105.0,2.0,51.0
Super built-up  Area,2.0,Bannerghatta Road,2,1255.0,2.0,65.26
Super built-up  Area,2.0,Bannerghatta Road,3,1550.0,3.0,82.0
Built-up  Area,1.0,Bannerghatta Road,2,912.0,2.0,55.0
Super built-up  Area,1.0,Bannerghatta Road,2,1218.0,2.0,73.0
Super built-up  Area,1.0,Bannerghatta Road,2,1115.0,2.0,65.12
Super built-up  Area,2.0,Bannerghatta Road,3,1893.0,3.0,100.0
Built-up  Area,2.0,Bannerghatta Road,3,1600.0,3.0,95.0
Super built-up  Area,2.0,Bannerghatta Road,2,1275.0,2.0,65.0
Super built-up  Area,1.0,Bannerghatta Road,2,892.0,2.0,39.0
Super built-up  Area,2.0,Bannerghatta Road,2,1260.0,2.0,70.0
Built-up  Area,2.0,Bannerghatta Road,2,1150.0,2.0,65.0
Built-up  Area,0.0,Bannerghatta Road,2,950.0,2.0,38.0
Built-up  Area,1.0,Bannerghatta Road,2,1220.0,2.0,80.0
Super built-up  Area,2.0,Bannerghatta Road,2,1130.0,2.0,78.0
Super built-up  Area,1.0,Bannerghatta Road,3,1486.0,3.0,83.22
Built-up  Area,0.0,Bannerghatta Road,2,1015.0,2.0,48.0
Super built-up  Area,1.0,Bannerghatta Road,2,1115.0,2.0,61.0
Super built-up  Area,1.0,Bannerghatta Road,2,1136.0,2.0,48.0
Super built-up  Area,2.0,Bannerghatta Road,3,1200.0,2.0,69.0
Super built-up  Area,2.0,Bannerghatta Road,2,1200.0,2.0,65.0
Super built-up  Area,1.0,Bannerghatta Road,2,1240.0,2.0,65.0
Super built-up  Area,1.0,Bannerghatta Road,2,1268.0,2.0,69.0
Super built-up  Area,2.0,Bannerghatta Road,3,1450.0,2.0,87.0
Super built-up  Area,3.0,Bannerghatta Road,2,960.0,2.0,58.0
Super built-up  Area,1.0,Bannerghatta Road,2,1275.0,2.0,73.0
Super built-up  Area,1.0,Bannerghatta Road,2,1240.0,2.0,71.0
Super built-up  Area,1.0,Bannerghatta Road,2,1215.0,2.0,68.0
Super built-up  Area,1.0,Bannerghatta Road,3,1894.0,3.0,115.0
Super built-up  Area,2.0,Bannerghatta Road,3,1693.0,3.0,89.0
Super built-up  Area,2.0,Bannerghatta Road,2,1280.0,2.0,60.16
Super built-up  Area,2.0,Bannerghatta Road,1,630.0,1.0,35.0
Super built-up  Area,1.0,Bannerghatta Road,3,1365.0,3.0,76.18
Super built-up  Area,2.0,Bannerghatta Road,2,1115.0,2.0,78.0
Built-up  Area,3.0,Bannerghatta Road,3,1655.0,3.0,90.0
Super built-up  Area,1.0,Bannerghatta Road,2,1247.0,2.0,47.39
Super built-up  Area,1.0,Bannerghatta Road,3,1650.0,3.0,94.0
Super built-up  Area,1.0,Bannerghatta Road,2,1000.0,2.0,50.0
Super built-up  Area,3.0,Bannerghatta Road,4,2185.0,3.0,120.0
Super built-up  Area,1.0,Bannerghatta Road,2,1012.0,2.0,45.0
Super built-up  Area,2.0,Bannerghatta Road,3,1460.0,2.0,80.0
Super built-up  Area,3.0,Bannerghatta Road,2,1340.0,2.0,85.0
Super built-up  Area,3.0,Bannerghatta Road,3,1520.0,2.0,81.0
Built-up  Area,1.0,Bannerghatta Road,3,2826.0,3.0,148.0
Super built-up  Area,2.0,Bannerghatta Road,2,1154.0,2.0,47.0
Super built-up  Area,1.0,Bannerghatta Road,2,1000.0,2.0,44.5
Built-up  Area,0.0,Bannerghatta Road,2,1250.0,2.0,48.0
Super built-up  Area,2.0,Bannerghatta Road,3,1640.0,3.0,105.0
Super built-up  Area,1.0,Bannerghatta Road,2,1012.0,2.0,44.0
Super built-up  Area,2.0,Bannerghatta Road,3,1550.0,3.0,96.0
Super built-up  Area,2.0,Bannerghatta Road,2,1200.0,2.0,78.0
Super built-up  Area,1.0,Bannerghatta Road,3,1885.0,3.0,125.0
Super built-up  Area,2.0,Bannerghatta Road,3,1450.0,2.0,78.0
Super built-up  Area,1.0,Bannerghatta Road,1,700.0,1.0,31.2
Super built-up  Area,1.0,Bannerghatta Road,2,905.0,2.0,58.0
Super built-up  Area,3.0,Bannerghatta Road,3,1920.0,3.0,122.0
Super built-up  Area,3.0,Bannerghatta Road,3,1520.0,2.0,80.0
Built-up  Area,1.0,Bannerghatta Road,3,1270.0,2.0,73.0
Super built-up  Area,2.0,Bannerghatta Road,3,1846.0,3.0,120.0
Super built-up  Area,0.0,Bannerghatta Road,2,1680.0,2.0,61.74
Super built-up  Area,3.0,Bannerghatta Road,3,1655.0,3.0,95.0
Built-up  Area,3.0,Bannerghatta Road,2,1206.0,2.0,53.0
Super built-up  Area,2.0,Bannerghatta Road,2,1150.0,2.0,55.0
Super built-up  Area,1.0,Bannerghatta Road,2,1215.0,2.0,65.0
Super built-up  Area,2.0,Bannerghatta Road,2,1246.0,2.0,47.35
Carpet  Area,1.0,Bannerghatta Road,3,1470.0,2.0,85.0
Super built-up  Area,2.0,Bannerghatta Road,2,1160.0,2.0,45.0
Super built-up  Area,1.0,Bannerghatta Road,2,970.0,2.0,57.0
Super built-up  Area,2.0,Basavangudi,2,1036.0,2.0,105.0
Super built-up  Area,3.0,Basavangudi,4,2600.0,4.0,260.0
Super built-up  Area,2.0,Basavangudi,3,1600.0,2.0,160.0
Built-up  Area,2.0,Basavangudi,2,1560.0,2.0,145.0
Super built-up  Area,2.0,Basavangudi,3,1800.0,3.0,195.0
Super built-up  Area,3.0,Basavangudi,2,1100.0,2.0,93.0
Super built-up  Area,1.0,Basavangudi,1,670.0,1.0,50.0
Built-up  Area,1.0,Basavangudi,2,1050.0,2.0,103.0
Super built-up  Area,3.0,Basavangudi,2,1180.0,2.0,124.0
Super built-up  Area,3.0,Basavangudi,2,1200.0,2.0,120.0
Super built-up  Area,2.0,Basavangudi,4,2453.0,3.0,250.0
Plot  Area,1.0,Basaveshwara Nagar,5,4500.0,5.0,415.0
Built-up  Area,3.0,Basaveshwara Nagar,3,1865.0,3.0,145.0
Plot  Area,1.0,Basaveshwara Nagar,7,2460.0,7.0,350.0
Super built-up  Area,0.0,Basaveshwara Nagar,2,1200.0,2.0,90.0
Plot  Area,1.0,Basaveshwara Nagar,5,2400.0,4.0,310.0
Built-up  Area,2.0,Basaveshwara Nagar,2,1200.0,2.0,80.0
Built-up  Area,1.0,Basaveshwara Nagar,2,900.0,2.0,60.0
Super built-up  Area,3.0,Basaveshwara Nagar,3,1900.0,3.0,150.0
Built-up  Area,2.0,Basaveshwara Nagar,2,1200.0,2.0,85.0
Built-up  Area,1.0,Basaveshwara Nagar,2,1200.0,2.0,70.0
Plot  Area,1.0,Battarahalli,2,1200.0,2.0,65.0
Super built-up  Area,2.0,Battarahalli,3,1779.0,3.0,89.61
Super built-up  Area,1.0,Battarahalli,2,1300.0,2.0,50.0
Super built-up  Area,2.0,Battarahalli,3,1945.0,3.0,97.42
Super built-up  Area,2.0,Battarahalli,3,1777.0,3.0,100.0
Super built-up  Area,3.0,Battarahalli,2,1135.0,2.0,43.0
Super built-up  Area,2.0,Battarahalli,2,1276.0,2.0,45.0
Super built-up  Area,2.0,Battarahalli,3,1880.0,3.0,94.36
Super built-up  Area,1.0,Battarahalli,2,1071.0,2.0,62.0
Super built-up  Area,1.0,Battarahalli,2,1165.0,2.0,43.0
Super built-up  Area,2.0,Battarahalli,2,1636.0,2.0,82.89
Super built-up  Area,2.0,Battarahalli,3,1779.0,3.0,90.0
Super built-up  Area,2.0,Battarahalli,2,1090.0,2.0,38.37
Super built-up  Area,2.0,Battarahalli,3,2082.0,3.0,104.0
Super built-up  Area,2.0,Battarahalli,3,2024.0,3.0,103.0
Super built-up  Area,1.0,Battarahalli,2,1097.0,2.0,49.0
Super built-up  Area,2.0,Begur,3,1419.0,2.0,59.0
Built-up  Area,2.0,Begur,3,1580.0,3.0,75.0
Built-up  Area,2.0,Begur,3,1559.0,3.0,63.0
Super built-up  Area,2.0,Begur,3,1445.0,2.0,47.1
Built-up  Area,2.0,Begur,3,1475.0,2.0,74.0
Built-up  Area,2.0,Begur,3,3500.0,4.0,185.0
Super built-up  Area,2.0,Begur,2,1100.0,2.0,55.0
Built-up  Area,3.0,Begur,2,1306.0,2.0,65.0
Super built-up  Area,0.0,Begur,3,1304.0,3.0,65.0
Super built-up  Area,2.0,Begur,3,1411.0,2.0,60.0
Super built-up  Area,1.0,Begur,2,815.0,2.0,40.0
Super built-up  Area,2.0,Begur,3,1443.0,2.0,70.0
Super built-up  Area,2.0,Begur Road,2,1200.0,2.0,44.0
Super built-up  Area,2.0,Begur Road,2,1200.0,2.0,46.8
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,44.0
Super built-up  Area,2.0,Begur Road,3,1615.0,3.0,59.76
Super built-up  Area,2.0,Begur Road,2,1200.0,2.0,43.2
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,44.08
Super built-up  Area,2.0,Begur Road,2,1200.0,2.0,45.0
Super built-up  Area,2.0,Begur Road,3,1615.0,3.0,60.0
Super built-up  Area,3.0,Begur Road,3,1410.0,2.0,53.0
Super built-up  Area,2.0,Begur Road,2,1200.0,2.0,37.8
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,40.59
Super built-up  Area,2.0,Begur Road,2,1260.0,2.0,46.62
Built-up  Area,2.0,Begur Road,3,1600.0,3.0,58.14
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,36.0
Super built-up  Area,3.0,Begur Road,3,1500.0,2.0,70.0
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,42.0
Super built-up  Area,2.0,Begur Road,2,1240.0,2.0,39.06
Super built-up  Area,3.0,Begur Road,3,1500.0,2.0,55.0
Super built-up  Area,3.0,Begur Road,3,1410.0,2.0,52.17
Super built-up  Area,1.0,Begur Road,3,1583.0,3.0,74.4
Super built-up  Area,2.0,Begur Road,2,1170.0,2.0,46.0
Super built-up  Area,2.0,Begur Road,2,1160.0,2.0,42.92
